Date,Keywords,Classification,Positive,Negative,Neutral
20181108,oil prices crude supply us production china imports opec,negative,0.06,0.93,0.01
20181108,oil prices bear market iran sanctions opec inventories,negative,0.02,0.98,0.0
20181108,opec saudi arabia oil markets thinktank research,negative,0.27,0.73,0.01
20181108,saudi arabia opec oil prices production cut oversupply,positive,0.99,0.01,0.0
20181108,volkswagen emissions scandal compliance certification larry thompson,positive,0.99,0.0,0.0
20181108,lithium albemarle australia electric vehicles production,positive,0.54,0.43,0.03
20181108,cuba us agriculture trade embargo agribusiness trump administration,positive,0.8,0.2,0.01
20181108,soybean trade china us agriculture tariffs cargill,negative,0.46,0.51,0.03
20181109,rhine river fuel shortage gasoil europe asia,negative,0.06,0.94,0.0
20181109,trade talks tariffs euus relations industrial goods agriculture,negative,0.15,0.83,0.01
20181109,sanctions oil contracts gazprom neft euro payments western buyers,negative,0.5,0.5,0.0
20181109,gold federal reserve inflation us dollar china,negative,0.09,0.91,0.0
20181109,gold prices federal reserve interest rates us dollar uschina trade,negative,0.03,0.97,0.0
20181109,gold us dollar rate hikes ppi investor sentiment,positive,0.87,0.13,0.0
20181109,keystone xl pipeline delay canadian oil crude prices transcanada,negative,0.02,0.98,0.0
20181109,oil prices opec oversupply sanctions production cuts,positive,0.93,0.07,0.0
20181109,oil prices supply glut economic slowdown iran sanctions refining margins,negative,0.17,0.82,0.0
20181109,crude oil supply sanctions inventories futures,negative,0.03,0.9,0.07
20181109,turkey iran oil sanctions waiver energy,positive,0.98,0.01,0.01
20181109,oil rigs crude prices permian basin capital spending us production,negative,0.13,0.87,0.0
20181109,keystone xl pipeline environmental impact montana transcanada,positive,0.99,0.01,0.0
20181109,keystone xl pipeline environmental ruling canadian oil transcanada,positive,0.99,0.01,0.0
20181110,aviation fuel china economic indicator consumption index jet fuel,positive,0.84,0.16,0.0
20181110,oil markets iraq saudi arabia electricity grid exports,positive,0.68,0.32,0.01
20181111,clean energy oil majors renewables carbon emissions investment,negative,0.07,0.92,0.0
20181111,oil prices bear market global supply opec iran sanctions,negative,0.03,0.92,0.05
20181111,kirkuk oil exports iraq us sanctions kurdish pipeline,positive,0.92,0.04,0.03
20181111,precious metals inflation federal reserve gold prices dollar,negative,0.13,0.86,0.01
20181111,iran crude oil private companies us sanctions energy bourse,negative,0.03,0.97,0.0
20181111,opec saudi arabia oil prices output cut supply glut,positive,0.93,0.07,0.0
20181111,solid crude canapux rail transport pipeline congestion alberta oil,negative,0.2,0.79,0.0
20181111,saudi arabia oil supply opec iran sanctions crude prices,negative,0.08,0.91,0.0
20181111,venezuela opec oil output production cuts saudi arabia,positive,1.0,0.0,0.0
20181112,alberta cenovus oil production pipeline bottlenecks crude prices,positive,0.99,0.01,0.0
20181112,natural gas coal energy demand lng iea,positive,0.86,0.11,0.03
20181112,natural gas futures hedge funds storage exports,negative,0.17,0.83,0.0
20181112,oil demand electric vehicles fuel efficiency supply investment iea,positive,0.83,0.15,0.01
20181112,gold dollar brexit interest rates inflation,negative,0.1,0.9,0.0
20181112,gold dollar inflation federal reserve interest rates,negative,0.08,0.91,0.01
20181112,lng export terminals financing shell global demand,negative,0.04,0.96,0.0
20181112,natural gas futures cold weather heating demand storage,negative,0.03,0.95,0.02
20181112,bakken crude pipeline capacity rail bottlenecks winter weather oil production,positive,1.0,0.0,0.0
20181112,oil prices saudi arabia opec us production supply cuts,positive,0.99,0.01,0.0
20181112,opec oil prices trump production cuts saudi arabia,negative,0.18,0.82,0.0
20181112,oil prices saudi arabia opec output cuts crude futures,positive,0.99,0.01,0.0
20181112,oil prices saudi arabia output cut global supply market volatility,negative,0.24,0.76,0.0
20181112,opec oil prices saudi arabia output cut global supply,positive,0.6,0.4,0.0
20181112,opec oil output saudi arabia oversupply russia,positive,1.0,0.0,0.0
20181112,esg pension funds sustainable investing climate change institutional investors,positive,0.58,0.41,0.01
20181112,saudi arabia oil production trump opec sanctions,positive,0.65,0.06,0.28
20181112,trump opec oil production saudi arabia oil prices,positive,0.92,0.03,0.05
20181112,trump saudi arabia oil production opec khashoggi,negative,0.38,0.45,0.17
20181112,cotton subsidies india wto united states trade compliance,negative,0.13,0.86,0.01
20181113,venezuela gasoline shortages oil production pdvsa economic crisis,positive,0.99,0.01,0.0
20181113,gold equities interest rates dollar inflation,negative,0.17,0.82,0.01
20181113,gold dollar federal reserve interest rates commodities,neutral,0.04,0.33,0.63
20181113,keystone xl transcanada pipeline montana ruling construction delay,positive,0.99,0.01,0.0
20181113,natural gas futures cold weather supply storage,negative,0.04,0.9,0.06
20181113,big oil blackrock investment capex renewables,negative,0.31,0.67,0.01
20181113,oil prices opec us production supply cuts market slump,positive,0.98,0.02,0.0
20181113,opec oil demand crude prices production cuts us supply,negative,0.14,0.86,0.0
20181113,oil prices opec oversupply global demand us production,negative,0.02,0.98,0.0
20181113,oil prices opec supply glut demand outlook production cuts,positive,0.96,0.04,0.0
20181113,opec oil output supply glut global demand production cuts,positive,0.99,0.01,0.0
20181113,soybeans argentina uschina trade war exports imports,negative,0.1,0.89,0.0
20181113,farm bill trade war china agriculture congress,positive,0.84,0.15,0.01
20181113,shale oil permian basin natural gas eia production,negative,0.16,0.83,0.0
20181114,oil supply asia crude prices economic slowdown iran sanctions,negative,0.03,0.97,0.0
20181114,oil production alberta price slump government intervention supply glut,positive,0.99,0.0,0.0
20181114,oil supply demand iea opec production,negative,0.1,0.89,0.01
20181114,gold trade war brexit stocks dollar,negative,0.25,0.74,0.01
20181114,gold federal reserve interest rates dollar brexit,negative,0.08,0.9,0.02
20181114,oil prices hedging wall street goldman sachs futures,negative,0.06,0.93,0.01
20181114,oil prices macron trump saudi arabia opec,negative,0.0,0.98,0.01
20181114,natural gas futures cold weather storage prices,negative,0.04,0.96,0.01
20181114,opec oil prices output cuts us production global demand,positive,0.96,0.04,0.0
20181114,opec oil prices crude output russia us inventories,positive,0.85,0.07,0.08
20181114,opec oil production market balance crude inventories supply cuts,positive,0.98,0.02,0.0
20181114,global stocks oil prices inflation federal reserve earnings,negative,0.02,0.98,0.0
20181114,soybeans trade war china exports farmers,positive,0.67,0.27,0.06
20181114,wheat soybeans china trade dispute exports,positive,0.95,0.05,0.01
20181114,opec oil prices russia supply cut saudi arabia,positive,0.57,0.42,0.0
20181115,oil prices saudi arabia us sanctions crude stockpiles opec,negative,0.08,0.91,0.01
20181115,gold brexit uschina trade comex precious metals,negative,0.03,0.97,0.0
20181115,gold prices uschina trade federal reserve interest rates dollar index,negative,0.04,0.94,0.02
20181115,opec oil prices production cuts oversupply inventories,positive,0.99,0.01,0.0
20181115,oil prices crude inventories us production opec output cuts,positive,0.99,0.0,0.0
20181115,opec oil prices supply cuts crude stockpiles wti,positive,0.97,0.03,0.0
20181115,opec oil prices crude inventories production cuts us output,positive,1.0,0.0,0.0
20181115,opec oil prices us production supply cuts crude inventories,positive,0.96,0.04,0.0
20181115,oil prices oversupply shale production futures market opec,negative,0.03,0.97,0.0
20181115,oil prices russia opec trump cooperation,negative,0.15,0.81,0.04
20181115,soybeans china trade war tariffs agriculture,negative,0.44,0.55,0.01
20181115,crude oil inventories opec prices demand,negative,0.05,0.95,0.0
20181115,shale production oil prices opec mergers cash flow,negative,0.2,0.79,0.01
20181115,saudi arabia oil production us waivers iran sanctions opec,positive,0.93,0.06,0.01
20181115,oil prices global economy exporters importers political impact,negative,0.05,0.95,0.0
20181116,gold brexit theresa may comex trade tensions,negative,0.04,0.95,0.0
20181116,gold prices brexit dominic raab retail sales us dollar,negative,0.04,0.95,0.0
20181116,gold brexit trade war us dollar safe,negative,0.32,0.67,0.0
20181116,gold trade tensions federal reserve dollar commodities,negative,0.05,0.94,0.0
20181116,oil prices saudi arabia opec supply cuts us crude,positive,0.8,0.2,0.0
20181116,oil prices opec production cut us output crude futures,positive,0.97,0.03,0.0
20181118,opec oil prices production cuts us crude supply glut,positive,0.99,0.01,0.0
20181118,opec oil prices saudi arabia output cuts crude supply,positive,0.98,0.02,0.0
20181118,ethanol malaysia china trade war biofuel,positive,0.72,0.27,0.0
20181119,wto reform china trade rules appellate body subsidies,negative,0.39,0.61,0.01
20181119,gold brexit uschina trade safe market volatility,negative,0.11,0.88,0.0
20181119,gold federal reserve interest rates dollar brexit,negative,0.08,0.9,0.02
20181119,japan inflation oil prices bank japan monetary policy,negative,0.03,0.93,0.03
20181119,opec russia oil prices production cuts crude inventory,positive,0.99,0.01,0.0
20181119,oil prices opec russia saudi arabia iran,negative,0.05,0.95,0.0
20181119,opec oil prices supply cut global output investor sentiment,negative,0.26,0.74,0.0
20181119,diesel gasoline refineries imo regulations crude oil,negative,0.07,0.93,0.01
20181119,iran sanctions oil exports rouhani psychological war,positive,0.98,0.01,0.0
20181119,opec+ oil production russia saudi arabia prices,positive,0.72,0.26,0.02
20181119,waad alshamaal mining saudi arabia economic diversification job creation,negative,0.06,0.94,0.0
20181120,oil prices opec us production brent crude market sentiment,negative,0.09,0.89,0.02
20181120,gold equities oil prices brexit uschina trade,negative,0.02,0.97,0.0
20181120,gold federal reserve equities interest rates safe,neutral,0.22,0.16,0.62
20181120,gold prices federal reserve interest rates us dollar global growth,positive,0.97,0.03,0.01
20181120,oil prices opec supply glut inventories volatility,negative,0.02,0.97,0.0
20181120,opec oil inventories supply cuts andy hall crude prices,positive,0.98,0.02,0.0
20181120,oil markets opec iran sanctions supply cut global economy,positive,0.92,0.08,0.0
20181120,oil prices opec production cut demand crude futures,positive,0.51,0.48,0.0
20181120,oil prices opec us production supply glut market selloff,negative,0.1,0.9,0.0
20181120,iran sanctions oil markets global economy iea production capacity,negative,0.23,0.75,0.02
20181120,oil prices wall street banks hedging petrobras volatility,negative,0.05,0.94,0.0
20181121,alberta crude oil rail cars government funding pipeline shortage,positive,0.96,0.04,0.0
20181121,gold market volatility interest rates brexit precious metals,negative,0.15,0.84,0.0
20181121,gold uschina tensions dollar g20 summit,negative,0.08,0.92,0.0
20181121,gold federal reserve rate hikes uschina trade precious metals,positive,0.86,0.14,0.0
20181121,libya oilfield attack production noc,positive,0.98,0.02,0.0
20181121,soybeans trade war grain storage tariffs farm aid,negative,0.41,0.58,0.01
20181121,oil prices crude inventories opec oversupply india imports,negative,0.02,0.98,0.0
20181121,oil prices saudi arabia trump crude inventories opec+,negative,0.08,0.92,0.0
20181121,oil prices us crude stocks opec saudi arabia supply,positive,0.58,0.41,0.01
20181121,oil prices crude inventories opec volatility production cuts,positive,0.99,0.01,0.0
20181121,putin saudi arabia g20 opec oil prices,negative,0.03,0.97,0.0
20181121,trump saudi arabia oil market energy dominance khashoggi,positive,0.74,0.25,0.01
20181121,crude oil inventories saudi arabia oil prices opec,negative,0.05,0.95,0.0
20181121,oil rigs crude prices permian basin capital spending baker hughes,negative,0.33,0.67,0.0
20181121,sanctions iran russia syria oil,positive,0.88,0.12,0.0
20181122,g20 summit trade tensions uschina european union wto reform,negative,0.36,0.64,0.0
20181122,gold prices federal reserve rate hikes us economy monetary policy,negative,0.43,0.57,0.0
20181122,gold fed interest rates futures metals,negative,0.08,0.49,0.42
20181122,oil prices us inventories opec iran exports production cut,positive,1.0,0.0,0.0
20181122,crude oil inventories opec oversupply prices,negative,0.03,0.97,0.0
